STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator_1,SUBJECT,Subject_1,MEASURE,Measure_1,FREQUENCY,Frequency_1,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period,"1st midterm, fall 2019 (1)_CNTR_ID","1st midterm, fall 2019 (1)_CNTR_NAME","1st midterm, fall 2019 (1)_NAME_FREN","1st midterm, fall 2019 (1)_ISO3_CODE","1st midterm, fall 2019 (1)_SVRG_UN","1st midterm, fall 2019 (1)_CAPT","1st midterm, fall 2019 (1)_EU_STAT","1st midterm, fall 2019 (1)_EFTA_STAT","1st midterm, fall 2019 (1)_CC_STAT","1st midterm, fall 2019 (1)_NAME_GERM"
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,10.744,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,5.487,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,45.963,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,35.958,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,74.124,,A,,,,,,,,LU,Luxemburg-Luxembourg-Lëtzebuerg,Luxembourg,LUX,UN Member State,Luxembourg,T,F,F,Luxemburg
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,24.416,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,4.402,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,13.479,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,17.446,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,33.907,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,64.03,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,28.979,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,7.836,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,51.465,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,55.069,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,28.45,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,60.465,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,9.249,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,19.833,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,25.241,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,45.591,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,30.737,,A,,,,,,,,HU,Magyarország,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,8.886,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,18.681,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,47.689,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,34.22,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,37.651,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,44.832,,A,,,,,,,,AT,Österreich,Autriche,AUT,UN Member State,Vienna,T,F,F,Österreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,50.22,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,37.028,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,37.673,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,8.177,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,46.459,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,13.666,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,44.542,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,108.343,,A,,,,,,,,LU,Luxemburg-Luxembourg-Lëtzebuerg,Luxembourg,LUX,UN Member State,Luxembourg,T,F,F,Luxemburg
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,29.999,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,5.326,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,18.753,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,26.198,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,8.55,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,25.303,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,49.564,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,29.195,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,1.348,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,32.304,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,16.657,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,12.989,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,8.045,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,30.418,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,3.126,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,8.568,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,18.775,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,9.332,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,2.745,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,25.686,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,22.719,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2012",,12.749,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2012",,29.07,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2012",,25.769,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2012",,47.512,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2012",,1.128,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2012",,5.893,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2012",,24.137,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2012",,18.048,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2012",,45.319,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2012",,8.283,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2012",,30.721,,A,,,,,,,,HU,Magyarország,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2012",,16.718,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2015",,9.065,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2015",,3.82,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2015",,13.487,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2015",,30.494,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2015",,8.568,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2015",,53.094,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2015",,11.614,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2015",,3.498,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2015",,25.769,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2015",,41.109,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2015",,13.489,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2015",,34.171,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2015",,64.115,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2015",,39.269,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2015",,10.035,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2015",,28.257,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
