STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2005,,16.876,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2005,,32.345,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2005,,63.525,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2005,,20.501,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2005,,11.012,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2005,,4.06,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2005,,16.252,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2008,,63.539,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2008,,14.121,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2008,,27.416,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2008,,7.692,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2008,,25.547,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2008,,8.55,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2008,,25.025,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2008,,49.535,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2008,,29.004,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2008,,0.69,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2008,,29.056,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2008,,10.063,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2008,,39.238,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2008,,20.456,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2008,,36.216,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2004,,10.387,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2004,,23.57,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2004,,7.672,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2004,,25.683,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2004,,0.875,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2004,,5.033,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2004,,19.35,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2004,,11.446,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2004,,38.119,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2004,,6.793,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2004,,23.664,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2004,,15.863,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2010,,16.676,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2010,,49.367,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2010,,25.938,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2010,,19.957,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2010,,10.744,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2010,,5.487,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2010,,45.963,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2010,,35.958,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2010,,74.124,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2010,,24.416,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2010,,4.402,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2010,,13.479,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2010,,17.446,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2010,,33.907,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2010,,64.03,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2010,,28.979,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2010,,7.836,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,51.465,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,55.069,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,28.45,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,60.465,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2021,,9.249,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2021,,19.833,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,25.241,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,45.591,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,30.737,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2021,,8.886,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2021,,18.681,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,47.689,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,34.22,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2021,,37.651,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,44.832,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2021,,50.22,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2021,,37.028,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,37.673,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2021,,8.177,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,46.459,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2021,,13.666,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,44.542,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,108.343,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,29.999,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2021,,5.326,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2021,,18.753,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2009,,26.198,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2009,,8.55,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2009,,25.303,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2009,,49.564,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2009,,29.195,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2009,,1.348,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2009,,32.304,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2009,,16.657,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2009,,12.989,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2009,,8.045,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2009,,30.418,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2009,,3.126,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2009,,8.568,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2009,,18.775,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2009,,9.332,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2009,,2.745,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2009,,25.686,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2009,,22.719,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2012,,12.749,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2012,,29.07,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2012,,25.769,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2012,,47.512,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2012,,1.128,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2012,,5.893,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2012,,24.137,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2012,,18.048,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2012,,45.319,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2012,,8.283,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2012,,30.721,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2012,,16.718,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2015,,9.065,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2015,,3.82,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2015,,13.487,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2015,,30.494,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2015,,8.568,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2015,,53.094,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2015,,11.614,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2015,,3.498,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,2015,,25.769,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2015,,41.109,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,2015,,13.489,,A,,,,,,,
